datetime,open,high,low,close,volume,open_price,high_price,low_price,close_price,volume_price,stack_volume,floatingStocks,d_close_ma3,d_close_ma5,d_close_ma10,d_close_ma20,d_close_ma60,d_close_ma120,m_close_ma3,m_close_ma5,m_close_ma10,m_close_ma60,m_close_ma120,upperband,middleband,lowerband,true_range,MOM,SAR,CCI,OBV,money,stack_money,stocks,market_cap,floatpercentage,stoch_slowk,stoch_slowd,RSI,macd,macdsignal,macdhist,mlr,pvr,open_ratio,high_ratio,low_ratio,close_ratio
2023-07-03 09:01:00,391500,392500,391000,391500,16109,0.0053691275167784,0.0066844919786097,0.0040376850605652,0.0053691275167784,0.0376266859129731,0.0004972277011622,0.0,0.0,0.0008521516829995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047178866078338,0.0923076923076923,0.6148148148148148,0.0,0.8947368421052708,0.0104900129652604,22.56516059715981,22.56516059715981,18.25310470764159,31.13084549023026,0.7283,0.8222222222222204,0.8296296296296292,0.752761365249741,5.043766405484639,2.287371692605531,2.756394712879108,0.0002615511553566,5.016817190906259,0.64,0.8999999999999999,0.51,0.64
2023-07-03 09:02:00,391500,393500,391000,392500,10298,0.0053691275167784,0.0093582887700536,0.0040376850605652,0.0080536912751676,0.0239654130707184,0.0014006241137539,0.0,0.0,0.0008521516829995,0.0,0.0,0.0,0.0,0.0036003600360035,0.0021580793094146,0.0012170385395535,0.0002315297168391,0.0001280886839469,0.0026202456689243,0.0006842753524018,0.0032739887753876,0.0615384615384615,0.6185185185185185,0.0007533922190157,0.7738970588235656,0.0128096142947628,22.119978241554563,23.060288104907706,18.25310470764159,31.133396512021868,0.7283,0.8777777777777759,0.8629629629629625,0.7867521457264143,7.579138320428319,3.3457250181700884,4.233413302258231,0.0001672018001032,0.6392699733068471,0.0,0.51,-0.13,0.26
2023-07-03 09:03:00,392500,393500,391500,393500,10840,0.0080536912751676,0.0093582887700536,0.0053835800807537,0.010738255033557,0.0252396188667091,0.0023515677059556,0.0,0.0,0.0008521516829995,0.0,0.0,0.0,0.0,0.0076507650765076,0.0045859185325061,0.0027045300878971,0.0005093653770462,0.0002794662195206,0.0053820854247719,0.0015054057752839,0.0019558491964897,0.0461538461538461,0.6259259259259259,0.0019102830385162,0.6962025316455982,0.0152512999047652,22.17125718610426,23.40462497996395,18.25310470764159,31.135941042656864,0.7283,0.8777777777777759,0.8592592592592588,0.8142532816743878,10.276889668940566,4.731957948324184,5.544931720616383,0.0001760018948454,1.0526315789473684,0.0,0.25,-0.25,0.25
2023-07-03 09:04:00,393500,395000,393000,394000,13786,0.010738255033557,0.0133689839572193,0.009421265141319,0.0120805369127516,0.0321654680825553,0.0035609503961855,0.0,0.0,0.0008521516829995,0.0,0.0,0.0,0.0,0.0099009900990099,0.0075532775829512,0.0041920216362405,0.0008103540089372,0.0004541326067211,0.007918395617773,0.0023265361981661,0.0008821580412787,0.0461538461538461,0.6259259259259259,0.0029746225924571,0.6766666666666941,0.0183565653862683,22.415943188397897,23.720943217602454,18.25310470764159,31.13721088409734,0.7283,0.8999999999999981,0.8851851851851847,0.8263143191307961,12.672257367416751,6.320017832142697,6.3522395352740535,0.0002238341441273,1.2717712177121772,0.0,0.38,-0.13,0.13
2023-07-03 09:05:00,394500,395500,394000,395000,17045,0.0134228187919462,0.0147058823529413,0.0121130551816959,0.0147651006711408,0.0398271593909202,0.0050562302420414,0.0,0.0,0.0008521516829995,0.0,0.0,0.0,0.0,0.0121512151215121,0.0107903965470732,0.0060851926977687,0.0011576485841959,0.0006637322713616,0.0106644253201875,0.0033529492267687,0.0,0.0307692307692307,0.637037037037037,0.0045973116513664,0.655956112852694,0.0221959132850221,22.630248030139416,24.010610449364236,18.25310470764159,31.13974573970053,0.7283,0.9347222222222203,0.9041666666666665,0.8476247670520191,15.202277560041402,8.096469777722438,7.105807782318964,0.000276748366941,1.2363992456114898,0.13,0.38,0.0,0.25
2023-07-03 09:06:00,395000,395500,394000,394000,6397,0.0147651006711408,0.0147058823529413,0.0121130551816959,0.0120805369127516,0.0147944226460693,0.0056174097770335,0.0,0.0,0.0008521516829995,0.0,0.0,0.0,0.0,0.0126012601260125,0.0121391961154573,0.0075726842461121,0.0014354842444028,0.0008500430843754,0.0123011659538763,0.0042425071848912,4.095512551249847e-05,0.0307692307692307,0.6259259259259259,0.0065092952637395,0.6172096317280771,0.0207550034282707,21.650100783092043,24.100791235033327,18.25310470764159,31.13721088409734,0.7283,0.8680555555555537,0.9009259259259256,0.7486967721370541,16.21352098662697,9.719880019503346,6.493640967123627,0.0001038638488308,0.3753006746846583,0.0,0.13,-0.25,-0.25
2023-07-03 09:07:00,394000,395000,393500,394500,6803,0.0120805369127516,0.0133689839572193,0.0107671601615073,0.0134228187919462,0.0157489015264609,0.0062142058340213,0.0,0.0,0.0008521516829995,0.0,0.0,0.0,0.0,0.013051305130513,0.0132182357701646,0.0091954022988505,0.0017364728762938,0.0010363538973894,0.0139527013871987,0.0052004926782538,0.0002054894476872,0.0307692307692307,0.6296296296296295,0.0081918408426278,0.5952380952381293,0.0222873638715222,21.709716759099088,24.188372792031235,18.25310470764159,31.13847911508533,0.7283,0.8680555555555537,0.8902777777777773,0.7635560744202032,17.21989665148314,11.219883345899303,6.0000133055838365,0.0001104558017189,1.0634672502735658,0.0,0.25,-0.13,0.13
2023-07-03 09:08:00,395000,395500,394500,395000,5047,0.0147651006711408,0.0147058823529413,0.0134589502018842,0.0147651006711408,0.0116206628221072,0.0066569560471064,0.0,0.0,0.0008521516829995,0.0,0.0,0.0,0.0,0.013051305130513,0.014027515511195,0.0108181203515889,0.0020374615081846,0.0012459535620299,0.0156014165517244,0.0062269057068564,0.0005126956994536,0.0153846153846153,0.6296296296296295,0.0096724809520492,0.5995962314939774,0.0234241892657734,21.413804619091096,24.2488810839416,18.25310470764159,31.13974573970053,0.7283,0.8666666666666647,0.8675925925925919,0.7777108595339406,18.21098987435922,12.618104651591288,5.592885222767932,8.194479366099626e-05,0.741878582978098,0.13,0.25,0.0,0.13
2023-07-03 09:09:00,395000,396000,395000,395500,6099,0.0147651006711408,0.0160427807486631,0.0148048452220728,0.0161073825503355,0.0140938445515947,0.0071919934058553,0.0,0.0,0.0008521516829995,0.0,0.0,0.0,0.0,0.0144014401440144,0.0148367952522256,0.0127112914131168,0.0024079090551274,0.0014671976524835,0.0173017283069361,0.007253318735459,0.0007639771088108,0.0153846153846153,0.637037037037037,0.0109754442483402,0.6009615384615724,0.0247979752930248,21.60330743656021,24.317440852785072,18.25310470764159,31.141010762007117,0.7283,0.9124999999999982,0.8824074074074069,0.7911739416293052,19.178815164369297,13.93024675414689,5.248568410222408,9.902542035633368e-05,1.2084406578165248,0.0,0.25,0.0,0.13
2023-07-03 09:10:00,395500,396500,395000,396500,6879,0.0161073825503355,0.0173796791443852,0.0148048452220728,0.0187919463087247,0.0159275724498839,0.0077954565950394,0.0,0.0,0.0008521516829995,0.0,0.0,0.0,0.0,0.0162016201620163,0.0156460749932561,0.0147396889790398,0.0028015095737539,0.0017233750203777,0.019258607967691,0.0084165868345422,0.0010163982145201,0.0307692307692307,0.6407407407407407,0.0124992125660752,0.6038681948424404,0.0263474545652763,21.724985361216888,24.389608995721616,18.25310470764159,31.143536015874307,0.7283,0.9569444444444424,0.9120370370370364,0.8152715878297705,20.51624164327339,15.247445731972189,5.2687959113012,0.0001116897633433,1.1278898180029513,0.0,0.25,-0.13,0.25
